building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area,house_area_int,have_living_room,have_kitchen_room,have_dining_room,have_storage_room,have_common_room,have_gift_money,have_deposit,management_fee_int,rent_fee_int,building_age_int,transport1,transport2,transport3,have_convinient_transport,building_floor_int,room_floor_int
トーケンハイツ,マンション,東京都新宿区新宿７丁目,4階建て, 都営大江戸線 東新宿駅/徒歩7分都営大江戸線 若松河田駅/徒歩9分東京メトロ丸ノ内線 新宿三丁目駅/徒歩12分,築30年,鉄筋コンクリート,3階,5.9万円,－,"33,000円",－,1R,15m²,15.0,0,0,0,0,1,0,1,-1.0,59.0,30, 都営大江戸線 東新宿駅/徒歩7分,営大江戸線 若松河田駅/徒歩9分,京メトロ丸ノ内線 新宿三丁目駅/徒歩12分,1,4,3
神崎コーポ,アパート,東京都新宿区北新宿１丁目,2階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩7分ＪＲ総武線 大久保駅/徒歩7分ＪＲ山手線 新宿駅/徒歩15分,築30年,木造,1階,6.3万円,－,1ヶ月,1ヶ月,1K,22m²,22.0,0,1,0,0,0,1,1,-1.0,63.0,30, 東京メトロ丸ノ内線 西新宿駅/徒歩7分,Ｒ総武線 大久保駅/徒歩7分,Ｒ山手線 新宿駅/徒歩15分,1,2,1
ＨＵＮＤＲＥＤ　ＳＴＡＹ　ＲＥＳＩＤＥＮＣＥ,マンション,東京都新宿区百人町２丁目,22階建て, ＪＲ総武線 大久保駅/徒歩3分ＪＲ山手線 新大久保駅/徒歩6分東京メトロ丸ノ内線 新宿駅/徒歩15分,築30年,鉄骨鉄筋コンクリート,8階,18.4万円,"12,000円","184,000円",－,1LDK,50.05m²,50.05,1,1,1,0,0,0,1,12.0,184.0,30, ＪＲ総武線 大久保駅/徒歩3分,Ｒ山手線 新大久保駅/徒歩6分,京メトロ丸ノ内線 新宿駅/徒歩15分,1,22,8
クーラムハイム,マンション,東京都新宿区大京町,4階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分ＪＲ総武線 信濃町駅/徒歩8分都営大江戸線 国立競技場駅/徒歩13分,築31年,鉄筋コンクリート,2階,11万円,"5,000円",1ヶ月,1ヶ月,1DK,32m²,32.0,0,1,1,0,0,1,1,5.0,110.0,31, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,Ｒ総武線 信濃町駅/徒歩8分,営大江戸線 国立競技場駅/徒歩13分,1,4,2
サンハイム西落合,マンション,東京都新宿区西落合３丁目,4階建て, 都営大江戸線 落合南長崎駅/徒歩4分西武池袋・豊島線 東長崎駅/徒歩8分都営大江戸線 新江古田駅/徒歩17分,築38年,鉄筋コンクリート,2階,6.4万円,－,1ヶ月,1ヶ月,1K,17.22m²,17.22,0,1,0,0,0,1,1,-1.0,64.0,38, 都営大江戸線 落合南長崎駅/徒歩4分,武池袋・豊島線 東長崎駅/徒歩8分,営大江戸線 新江古田駅/徒歩17分,1,4,2
マイスタークエーレ西新宿,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分東京メトロ丸ノ内線 西新宿駅/徒歩11分都営大江戸線 都庁前駅/徒歩11分,築33年,鉄筋コンクリート,1階,11.5万円,"6,000円",1ヶ月,－,1DK,34.68m²,34.68,0,1,1,0,0,0,1,6.0,115.0,33, 都営大江戸線 西新宿五丁目駅/徒歩2分,京メトロ丸ノ内線 西新宿駅/徒歩11分,営大江戸線 都庁前駅/徒歩11分,1,4,1
東京都新宿区北新宿３丁目,マンション,東京都新宿区北新宿３丁目,4階建て, 都営大江戸線 東中野駅/徒歩8分ＪＲ総武線 大久保駅/徒歩10分ＪＲ山手線 新大久保駅/徒歩14分,築34年,鉄筋コンクリート,1階,7.2万円,"3,000円",1ヶ月,－,1R,20.14m²,20.14,0,0,0,0,1,0,1,3.0,72.0,34, 都営大江戸線 東中野駅/徒歩8分,Ｒ総武線 大久保駅/徒歩10分,Ｒ山手線 新大久保駅/徒歩14分,1,4,1
メゾネット四谷,マンション,東京都新宿区舟町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,築34年,鉄筋コンクリート,2階,14.5万円,"4,000円",1ヶ月,－,1DK,42.63m²,42.63,0,1,1,0,0,0,1,4.0,145.0,34, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分,営新宿線 曙橋駅/徒歩6分,京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,0,3,2
ニューハイム早稲田,マンション,東京都新宿区早稲田町,4階建て, 東京メトロ東西線 早稲田駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩9分都営大江戸線 牛込柳町駅/徒歩10分,築36年,鉄筋コンクリート,2階,6.5万円,－,1ヶ月,1ヶ月,1K,16.5m²,16.5,0,1,0,0,0,1,1,-1.0,65.0,36, 東京メトロ東西線 早稲田駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩9分,営大江戸線 牛込柳町駅/徒歩10分,1,4,2
ルネ御苑プラザ,マンション,東京都新宿区新宿１丁目,14階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ副都心線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩15分,築37年,鉄骨鉄筋コンクリート,3階,8.5万円,－,1ヶ月,－,1R,21.63m²,21.63,0,0,0,0,1,0,1,-1.0,85.0,37, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,京メトロ副都心線 新宿三丁目駅/徒歩7分,Ｒ山手線 新宿駅/徒歩15分,1,14,3
東京都新宿区四谷坂町,マンション,東京都新宿区四谷坂町,5階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分ＪＲ総武線 四ツ谷駅/徒歩12分,築37年,鉄筋コンクリート,1階,12.8万円,"10,000円",1ヶ月,1ヶ月,2K,31.56m²,31.56,0,1,0,0,0,1,1,10.0,128.0,37, 都営新宿線 曙橋駅/徒歩3分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,Ｒ総武線 四ツ谷駅/徒歩12分,0,5,1
メゾン・ド・パロア,マンション,東京都新宿区中落合４丁目,4階建て, 都営大江戸線 落合南長崎駅/徒歩6分西武鉄道新宿線 中井駅/徒歩10分東京メトロ東西線 落合駅/徒歩15分,築38年,鉄筋コンクリート,1階,4.8万円,"5,000円",－,－,1R,14.69m²,14.69,0,0,0,0,1,0,0,5.0,48.0,38, 都営大江戸線 落合南長崎駅/徒歩6分,武鉄道新宿線 中井駅/徒歩10分,京メトロ東西線 落合駅/徒歩15分,1,4,1
サンハイツ村上,マンション,東京都新宿区西新宿８丁目,3階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩3分ＪＲ総武線 新宿駅/徒歩10分ＪＲ総武線 大久保駅/徒歩8分,築38年,鉄筋コンクリート,1階,13.5万円,"5,000円",1ヶ月,1ヶ月,2DK,36m²,36.0,0,1,1,0,0,1,1,5.0,135.0,38, 東京メトロ丸ノ内線 西新宿駅/徒歩3分,Ｒ総武線 新宿駅/徒歩10分,Ｒ総武線 大久保駅/徒歩8分,0,3,1
大塚ハウス,マンション,東京都新宿区大京町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分ＪＲ総武線 信濃町駅/徒歩10分,築39年,鉄骨造,1階,7.8万円,"2,000円",1ヶ月,1ヶ月,1R,25m²,25.0,0,0,0,0,1,1,1,2.0,78.0,39, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,Ｒ総武線 信濃町駅/徒歩10分,,0,3,1
キャッスルマンション荒木町,マンション,東京都新宿区荒木町,5階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分都営新宿線 曙橋駅/徒歩7分東京メトロ丸ノ内線 四ツ谷駅/徒歩14分,築39年,鉄筋コンクリート,5階,17.5万円,－,2ヶ月,1ヶ月,3LDK,57.21m²,57.21,1,1,1,0,0,1,1,-1.0,175.0,39, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,営新宿線 曙橋駅/徒歩7分,京メトロ丸ノ内線 四ツ谷駅/徒歩14分,0,5,5
第三ハイツ,マンション,東京都新宿区四谷４丁目,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,築41年,鉄骨造,3階,7万円,－,1ヶ月,－,1K,19.95m²,19.95,0,1,0,0,0,0,1,-1.0,70.0,41, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,営新宿線 曙橋駅/徒歩6分,京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,0,3,3
四谷ガーデニア,マンション,東京都新宿区住吉町,10階建て, 都営新宿線 曙橋駅/徒歩2分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分都営大江戸線 若松河田駅/徒歩12分,築41年,鉄骨鉄筋コンクリート,2階,7.8万円,－,1ヶ月,1ヶ月,1R,20.25m²,20.25,0,0,0,0,1,1,1,-1.0,78.0,41, 都営新宿線 曙橋駅/徒歩2分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,営大江戸線 若松河田駅/徒歩12分,1,10,2
パレ・エテルネル,マンション,東京都新宿区四谷４丁目,13階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩5分都営新宿線 曙橋駅/徒歩12分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,築41年,鉄筋コンクリート,8階,9.4万円,"5,000円",1ヶ月,1ヶ月,1K,36.89m²,36.89,0,1,0,0,0,1,1,5.0,94.0,41, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩5分,営新宿線 曙橋駅/徒歩12分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,0,13,8
第３工新ビル,マンション,東京都新宿区西新宿７丁目,10階建て, ＪＲ総武線 大久保駅/徒歩4分都営大江戸線 新宿西口駅/徒歩5分西武鉄道新宿線 西武新宿駅/徒歩7分,築41年,鉄骨鉄筋コンクリート,10階,14.4万円,"9,000円",1ヶ月,－,2K,40m²,40.0,0,1,0,0,0,0,1,9.0,144.0,41, ＪＲ総武線 大久保駅/徒歩4分,営大江戸線 新宿西口駅/徒歩5分,武鉄道新宿線 西武新宿駅/徒歩7分,1,10,10
ファインズコート北新宿,マンション,東京都新宿区北新宿４丁目,4階建て, 都営大江戸線 東中野駅/徒歩7分東京メトロ東西線 落合駅/徒歩9分ＪＲ総武線 大久保駅/徒歩12分,築42年,鉄筋コンクリート,3階,8万円,"2,000円",1ヶ月,1ヶ月,1R,20m²,20.0,0,0,0,0,1,1,1,2.0,80.0,42, 都営大江戸線 東中野駅/徒歩7分,京メトロ東西線 落合駅/徒歩9分,Ｒ総武線 大久保駅/徒歩12分,1,4,3
第１マンション四谷,マンション,東京都新宿区須賀町,5階建て, ＪＲ総武線 信濃町駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分ＪＲ総武線 四ツ谷駅/徒歩8分,築42年,鉄筋コンクリート,3階,13.2万円,"3,000円",1ヶ月,1ヶ月,2K,46.6m²,46.6,0,1,0,0,0,1,1,3.0,132.0,42, ＪＲ総武線 信濃町駅/徒歩8分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,Ｒ総武線 四ツ谷駅/徒歩8分,0,5,3
トーカン新宿第２キャステール,マンション,東京都新宿区西新宿３丁目,11階建て, 京王電鉄京王線 初台駅/徒歩9分ＪＲ山手線 新宿駅/徒歩12分都営大江戸線 都庁前駅/徒歩6分,築43年,鉄筋コンクリート,7階,8.3万円,"5,000円","83,000円",－,1R,35.21m²,35.21,0,0,0,0,1,0,1,5.0,83.0,43, 京王電鉄京王線 初台駅/徒歩9分,Ｒ山手線 新宿駅/徒歩12分,営大江戸線 都庁前駅/徒歩6分,1,11,7
東京都新宿区新宿２丁目,マンション,東京都新宿区新宿２丁目,11階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分都営新宿線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩10分,築43年,鉄筋コンクリート,1階,41万円,－,1ヶ月,1ヶ月,1LDK,70.49m²,70.49,1,1,1,0,0,1,1,-1.0,410.0,43, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,営新宿線 新宿三丁目駅/徒歩7分,Ｒ山手線 新宿駅/徒歩10分,1,11,1
西新宿カーネル,マンション,東京都新宿区西新宿４丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩4分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩9分,築46年,鉄筋コンクリート,2階,6.8万円,－,1ヶ月,1ヶ月,1K,18.89m²,18.89,0,1,0,0,0,1,1,-1.0,68.0,46, 都営大江戸線 西新宿五丁目駅/徒歩4分,営大江戸線 都庁前駅/徒歩9分,京メトロ丸ノ内線 西新宿駅/徒歩9分,1,5,2
アパルトマン四谷,マンション,東京都新宿区左門町,7階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分都営新宿線 曙橋駅/徒歩10分ＪＲ総武線 信濃町駅/徒歩12分,築47年,鉄筋コンクリート,3階,7.9万円,"5,000円",1ヶ月,－,1K,21m²,21.0,0,1,0,0,0,0,1,5.0,79.0,47, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分,営新宿線 曙橋駅/徒歩10分,Ｒ総武線 信濃町駅/徒歩12分,0,7,3
新宿ローヤルコーポ,マンション,東京都新宿区西新宿８丁目,6階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩4分都営大江戸線 都庁前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩14分,築50年,鉄筋コンクリート,6階,8.8万円,"7,000円",1ヶ月,－,2K,32.31m²,32.31,0,1,0,0,0,0,1,7.0,88.0,50, 東京メトロ丸ノ内線 西新宿駅/徒歩4分,営大江戸線 都庁前駅/徒歩8分,Ｒ山手線 新宿駅/徒歩14分,1,6,6
神崎荘,アパート,東京都新宿区西新宿８丁目,2階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩3分ＪＲ総武線 大久保駅/徒歩7分ＪＲ山手線 新宿駅/徒歩12分,築53年,木造,1階,3.9万円,－,1ヶ月,1ヶ月,1R,9.6m²,9.6,0,0,0,0,1,1,1,-1.0,39.0,53, 東京メトロ丸ノ内線 西新宿駅/徒歩3分,Ｒ総武線 大久保駅/徒歩7分,Ｒ山手線 新宿駅/徒歩12分,1,2,1
メゾンドール新宿,マンション,東京都新宿区西新宿５丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩3分都営大江戸線 都庁前駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩10分,築54年,鉄筋コンクリート,4階,6.2万円,"3,000円",1ヶ月,－,1R,25m²,25.0,0,0,0,0,1,0,1,3.0,62.0,54, 都営大江戸線 西新宿五丁目駅/徒歩3分,営大江戸線 都庁前駅/徒歩7分,京メトロ丸ノ内線 西新宿駅/徒歩10分,1,5,4
シーズンフラッツ高田馬場リバーサイドサウス,マンション,東京都新宿区高田馬場３丁目,6階建て, 西武鉄道新宿線 下落合駅/徒歩7分ＪＲ山手線 高田馬場駅/徒歩13分西武鉄道新宿線 中井駅/徒歩14分,築0年,鉄筋コンクリート,1階,11.1万円,"10,000円","111,000円",－,1K,25.48m²,25.48,0,1,0,0,0,0,1,10.0,111.0,0, 西武鉄道新宿線 下落合駅/徒歩7分,Ｒ山手線 高田馬場駅/徒歩13分,武鉄道新宿線 中井駅/徒歩14分,1,6,1
パークスフィア牛込神楽坂,マンション,東京都新宿区南山伏町,13階建て, 都営大江戸線 牛込柳町駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩10分都営大江戸線 牛込神楽坂駅/徒歩7分,築1年,鉄筋コンクリート,4階,19.3万円,"15,000円",1ヶ月,－,1LDK,40.01m²,40.01,1,1,1,0,0,0,1,15.0,193.0,1, 都営大江戸線 牛込柳町駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩10分,営大江戸線 牛込神楽坂駅/徒歩7分,1,13,4
ＰＡＳＥＯ新宿,マンション,東京都新宿区新宿６丁目,5階建て, 東京メトロ副都心線 東新宿駅/徒歩5分都営大江戸線 若松河田駅/徒歩5分東京メトロ副都心線 新宿三丁目駅/徒歩8分,築3年,鉄筋コンクリート,1階,14.4万円,"10,000円",－,－,1R,30.32m²,30.32,0,0,0,0,1,0,0,10.0,144.0,3, 東京メトロ副都心線 東新宿駅/徒歩5分,営大江戸線 若松河田駅/徒歩5分,京メトロ副都心線 新宿三丁目駅/徒歩8分,1,5,1
アルテシモ　サグラ,マンション,東京都新宿区早稲田鶴巻町,10階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩7分東京メトロ東西線 早稲田駅/徒歩9分都電荒川線 早稲田駅/徒歩11分,築5年,鉄筋コンクリート,7階,11万円,"5,500円",－,1ヶ月,1K,25.47m²,25.47,0,1,0,0,0,1,0,5.5,110.0,5, 東京メトロ有楽町線 江戸川橋駅/徒歩7分,京メトロ東西線 早稲田駅/徒歩9分,電荒川線 早稲田駅/徒歩11分,0,10,7
フロンティア新宿タワー,マンション,東京都新宿区西新宿３丁目,24階建て, 京王電鉄京王線 初台駅/徒歩5分ＪＲ湘南新宿ライン 新宿駅/徒歩14分都営大江戸線 都庁前駅/徒歩11分,築5年,鉄筋コンクリート,6階,27.5万円,"20,000円",－,－,1LDK,49.95m²,49.95,1,1,1,0,0,0,0,20.0,275.0,5, 京王電鉄京王線 初台駅/徒歩5分,Ｒ湘南新宿ライン 新宿駅/徒歩14分,営大江戸線 都庁前駅/徒歩11分,1,24,6
ガーラ・プレシャス神宮外苑,マンション,東京都新宿区大京町,10階建て, ＪＲ総武線 千駄ケ谷駅/徒歩5分都営大江戸線 国立競技場駅/徒歩3分ＪＲ総武線 信濃町駅/徒歩8分,築6年,鉄筋コンクリート,2階,11.75万円,"12,000円",1ヶ月,2ヶ月,2K,27.6m²,27.6,0,1,0,0,0,1,1,12.0,117.5,6, ＪＲ総武線 千駄ケ谷駅/徒歩5分,営大江戸線 国立競技場駅/徒歩3分,Ｒ総武線 信濃町駅/徒歩8分,1,10,2
クレイシア新宿,マンション,東京都新宿区新宿５丁目,16階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分ＪＲ山手線 新宿駅/徒歩10分,築7年,鉄筋コンクリート,8階,13.4万円,"10,500円",－,1ヶ月,1K,25.44m²,25.44,0,1,0,0,0,1,0,10.5,134.0,7, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分,京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,Ｒ山手線 新宿駅/徒歩10分,1,16,8
東京都新宿区河田町,アパート,東京都新宿区河田町,2階建て, 都営大江戸線 若松河田駅/徒歩6分都営新宿線 曙橋駅/徒歩10分都営大江戸線 牛込柳町駅/徒歩12分,築10年,木造,2階,7万円,"2,000円",1ヶ月,－,1R,13.02m²,13.02,0,0,0,0,1,0,1,2.0,70.0,10, 都営大江戸線 若松河田駅/徒歩6分,営新宿線 曙橋駅/徒歩10分,営大江戸線 牛込柳町駅/徒歩12分,1,2,2
グリーニエ西新宿,マンション,東京都新宿区西新宿８丁目,5階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩2分都営大江戸線 都庁前駅/徒歩6分ＪＲ山手線 新宿駅/徒歩13分,築12年,鉄筋コンクリート,2階,14.6万円,"5,000円",1ヶ月,1ヶ月,1DK,37.71m²,37.71,0,1,1,0,0,1,1,5.0,146.0,12, 東京メトロ丸ノ内線 西新宿駅/徒歩2分,営大江戸線 都庁前駅/徒歩6分,Ｒ山手線 新宿駅/徒歩13分,1,5,2
トーシンフェニックス新宿余丁町,マンション,東京都新宿区余丁町,8階建て, 都営大江戸線 若松河田駅/徒歩6分都営大江戸線 東新宿駅/徒歩8分都営新宿線 曙橋駅/徒歩11分,築16年,鉄筋コンクリート,5階,8.1万円,"9,000円",1ヶ月,1ヶ月,1K,21.9m²,21.9,0,1,0,0,0,1,1,9.0,81.0,16, 都営大江戸線 若松河田駅/徒歩6分,営大江戸線 東新宿駅/徒歩8分,営新宿線 曙橋駅/徒歩11分,1,8,5
プライマル新宿若松町（旧イプセ新宿若松町）,マンション,東京都新宿区若松町,14階建て, 都営大江戸線 牛込柳町駅/徒歩4分都営大江戸線 若松河田駅/徒歩5分東京メトロ東西線 早稲田駅/徒歩12分,築16年,鉄筋コンクリート,5階,9.5万円,"12,000円",1ヶ月,－,1K,28.34m²,28.34,0,1,0,0,0,0,1,12.0,95.0,16, 都営大江戸線 牛込柳町駅/徒歩4分,営大江戸線 若松河田駅/徒歩5分,京メトロ東西線 早稲田駅/徒歩12分,1,14,5
花園パークマンション,マンション,東京都新宿区新宿１丁目,8階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分東京メトロ丸ノ内線 新宿三丁目駅/徒歩10分,築17年,鉄筋コンクリート,3階,8.5万円,－,1ヶ月,1ヶ月,1R,22.54m²,22.54,0,0,0,0,1,1,1,-1.0,85.0,17, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,京メトロ丸ノ内線 新宿三丁目駅/徒歩10分,0,8,3
ＺＥＳＴＹ西新宿Ⅲ,マンション,東京都新宿区西新宿３丁目,4階建て, 京王電鉄京王線 初台駅/徒歩4分ＪＲ山手線 新宿駅/徒歩19分都営大江戸線 都庁前駅/徒歩13分,築17年,鉄筋コンクリート,3階,10.2万円,"10,000円",－,－,1K,25.89m²,25.89,0,1,0,0,0,0,0,10.0,102.0,17, 京王電鉄京王線 初台駅/徒歩4分,Ｒ山手線 新宿駅/徒歩19分,営大江戸線 都庁前駅/徒歩13分,1,4,3
アーバイル西新宿,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分都営大江戸線 都庁前駅/徒歩11分東京メトロ丸ノ内線 西新宿駅/徒歩13分,築17年,鉄筋コンクリート,2階,11.5万円,"10,000円",－,1ヶ月,1R,30.7m²,30.7,0,0,0,0,1,1,0,10.0,115.0,17, 都営大江戸線 西新宿五丁目駅/徒歩2分,営大江戸線 都庁前駅/徒歩11分,京メトロ丸ノ内線 西新宿駅/徒歩13分,1,4,2
パークウェル曙橋駅前,マンション,東京都新宿区住吉町,13階建て, 都営新宿線 曙橋駅/徒歩1分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分都営大江戸線 牛込柳町駅/徒歩13分,築18年,鉄骨鉄筋コンクリート,5階,7.9万円,"9,000円",1ヶ月,1ヶ月,1K,19.99m²,19.99,0,1,0,0,0,1,1,9.0,79.0,18, 都営新宿線 曙橋駅/徒歩1分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,営大江戸線 牛込柳町駅/徒歩13分,1,13,5
ステージファースト神楽坂Ⅱ,マンション,東京都新宿区天神町,11階建て, 東京メトロ東西線 神楽坂駅/徒歩6分東京メトロ有楽町線 江戸川橋駅/徒歩6分東京メトロ東西線 早稲田駅/徒歩11分,築18年,鉄筋コンクリート,10階,8.5万円,"7,000円",－,1ヶ月,1K,20.86m²,20.86,0,1,0,0,0,1,0,7.0,85.0,18, 東京メトロ東西線 神楽坂駅/徒歩6分,京メトロ有楽町線 江戸川橋駅/徒歩6分,京メトロ東西線 早稲田駅/徒歩11分,0,11,10
アミカル・エフ,マンション,東京都新宿区上落合２丁目,8階建て, 都営大江戸線 中井駅/徒歩5分西武鉄道新宿線 下落合駅/徒歩7分東京メトロ東西線 落合駅/徒歩7分,築18年,鉄筋コンクリート,3階,11.3万円,"7,000円",1ヶ月,1ヶ月,1DK,32.74m²,32.74,0,1,1,0,0,1,1,7.0,113.0,18, 都営大江戸線 中井駅/徒歩5分,武鉄道新宿線 下落合駅/徒歩7分,京メトロ東西線 落合駅/徒歩7分,1,8,3
メインステージ市ヶ谷曙橋,マンション,東京都新宿区市谷仲之町,12階建て, 都営新宿線 曙橋駅/徒歩4分都営大江戸線 牛込柳町駅/徒歩8分都営大江戸線 若松河田駅/徒歩9分,築19年,鉄骨鉄筋コンクリート,3階,8.2万円,"15,000円",－,1ヶ月,1K,18.65m²,18.65,0,1,0,0,0,1,0,15.0,82.0,19, 都営新宿線 曙橋駅/徒歩4分,営大江戸線 牛込柳町駅/徒歩8分,営大江戸線 若松河田駅/徒歩9分,1,12,3
プレールドゥーク新宿御苑,マンション,東京都新宿区大京町,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩7分都営大江戸線 国立競技場駅/徒歩12分,築20年,鉄骨鉄筋コンクリート,2階,12.5万円,"10,000円",－,－,1R,33.73m²,33.73,0,0,0,0,1,0,0,10.0,125.0,20, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,京メトロ丸ノ内線 新宿御苑前駅/徒歩7分,営大江戸線 国立競技場駅/徒歩12分,1,13,2
アメニティハウス,マンション,東京都新宿区荒木町,6階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営新宿線 曙橋駅/徒歩4分ＪＲ総武線 四ツ谷駅/徒歩12分,築35年,鉄筋コンクリート,1階,12.5万円,"5,000円",2ヶ月,1ヶ月,1LDK,40.02m²,40.02,1,1,1,0,0,1,1,5.0,125.0,35, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,営新宿線 曙橋駅/徒歩4分,Ｒ総武線 四ツ谷駅/徒歩12分,0,6,1
ライオンズマンション西新宿第８,マンション,東京都新宿区西新宿４丁目,7階建て, 都営大江戸線 西新宿五丁目駅/徒歩4分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩11分,築37年,鉄骨鉄筋コンクリート,3階,6.3万円,"5,000円",－,－,1R,15.25m²,15.25,0,0,0,0,1,0,0,5.0,63.0,37, 都営大江戸線 西新宿五丁目駅/徒歩4分,営大江戸線 都庁前駅/徒歩9分,京メトロ丸ノ内線 西新宿駅/徒歩11分,1,7,3
森永ハイツ,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩5分京王電鉄京王線 初台駅/徒歩10分ＪＲ山手線 新宿駅/徒歩17分,築48年,鉄筋コンクリート,4階,7.5万円,－,1ヶ月,1ヶ月,1K,23.2m²,23.2,0,1,0,0,0,1,1,-1.0,75.0,48, 都営大江戸線 西新宿五丁目駅/徒歩5分,王電鉄京王線 初台駅/徒歩10分,Ｒ山手線 新宿駅/徒歩17分,1,4,4
安濃ビル,マンション,東京都新宿区西新宿４丁目,6階建て, 都営大江戸線 西新宿五丁目駅/徒歩6分都営大江戸線 都庁前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩16分,築49年,鉄筋コンクリート,5階,8.1万円,"4,000円",1ヶ月,1ヶ月,1DK,26.28m²,26.28,0,1,1,0,0,1,1,4.0,81.0,49, 都営大江戸線 西新宿五丁目駅/徒歩6分,営大江戸線 都庁前駅/徒歩8分,Ｒ山手線 新宿駅/徒歩16分,1,6,5
リッツプライム,マンション,東京都新宿区左門町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分都営新宿線 曙橋駅/徒歩9分ＪＲ総武線 信濃町駅/徒歩11分,築56年,鉄筋コンクリート,3階,11.9万円,"5,000円",1ヶ月,－,1LDK,30m²,30.0,1,1,1,0,0,0,1,5.0,119.0,56, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分,営新宿線 曙橋駅/徒歩9分,Ｒ総武線 信濃町駅/徒歩11分,0,3,3
